gpio,timestamp
23,1546247730570.6113
23,1546247730570.5745
23,1546247732499.0256
24,1546247732499.0125
23,1546247732499.8423
24,1546247732499.8499
22,1546247732499.8567
23,1546247732499.8489
24,1546247732499.8564
23,1546247732499.8662
24,1546247732499.8662
24,1546247732500.0356
23,1546247732500.2803
24,1546247732500.2793
22,1546247732500.2969
23,1546247732500.2942
24,1546247732500.296
23,1546247732941.3699
24,1546247732941.3586
23,1546247733199.0405
24,1546247733199.0317
23,1546247734640.2761
24,1546247734640.254
23,1546247743779.717
24,1546247743779.7031
24,1546247744099.8542
23,1546247744099.8696
24,1546247744099.8694
23,1546247744799.9858
24,1546247744799.9763
24,1546247745129.8525
23,1546247753878.342
24,1546247753878.3213
22,1546247753878.3325
23,1546247753878.3308
24,1546247753878.3298
23,1546247753878.3413
24,1546247753878.3435
22,1546247846547.8442
23,1546247846547.8398
24,1546247853027.5203
23,1546247853697.1736
24,1546247853697.1658
23,1546247853697.1917
24,1546247853697.1833
24,1546247854117.4749
23,1546247854117.4663
23,1546247854496.323
24,1546247854496.328
23,1546247854496.358
24,1546247854496.3499
23,1546247854616.3638
24,1546247854616.3618
23,1546247864447.1636
23,1546247865262.2705
23,1546247865262.4778
23,1546247865262.5144
23,1546247865262.6907
23,1546247865262.9238
24,1546247865386.1338
24,1546247865386.141
24,1546247865386.1648
24,1546247865386.3076
24,1546247865386.3813
23,1546247865536.6714
24,1546247865536.6465
23,1546247865536.6655
24,1546247865536.6594
24,1546247865806.1824
24,1546247866186.761
23,1546247866856.324
24,1546247866856.3171
24,1546248016815.295
23,1546248016845.601
24,1546248016845.6077
23,1546248016845.6348
24,1546248016845.6277
24,1546248016845.6409
23,1546248016845.6487
23,1546248017065.5261
24,1546248017065.5134
24,1546248018434.4143
24,1546248018434.4092
24,1546248018434.4187
24,1546248018585.3665
23,1546248018585.365
24,1546248018915.0864
24,1546248028152.333
24,1546248028152.3345
24,1546248028152.3452
24,1546248028152.3516
23,1546248028152.5156
24,1546248028152.5166
23,1546248028152.529
24,1546248028152.5295
23,1546248028152.5398
24,1546248028152.5417
24,1546248028152.9785
23,1546248028584.1794
24,1546248028584.1753
24,1546248028584.2083
23,1546248029084.7039
24,1546248029084.7012
24,1546248029084.723
24,1546248029084.7524
23,1546248186685.562
24,1546248186685.548
23,1546248186685.562
24,1546248186685.5657
23,1546248186685.8472
24,1546248186685.8389
22,1546248186685.866
23,1546248186685.8496
24,1546248186685.8674
24,1546248186878.3042
24,1546248186878.3052
23,1546248187046.2664
24,1546248187046.2512
23,1546248187046.2888
24,1546248187046.2795
23,1546248555931.4866
24,1546248555931.4644
23,1546248555931.478
24,1546248555931.4778
23,1546248556213.813
24,1546248556213.7969
24,1546248556421.6035
24,1546248556421.6082
23,1546248556421.6096
24,1546248556421.6213
24,1546248556421.6318
23,1546248556939.8965
24,1546248556939.8892
23,1546248557672.4165
24,1546248557672.411
24,1546249598573.9626
23,1546250360269.5767
23,1546256604266.627
23,1546256706482.3948
23,1546257460189.1184
24,1546260677354.6538
24,1546261102108.4521
22,1546263497112.5627
23,1546264725899.0632
22,1546268154966.683
23,1546268321315.4736
23,1546268404906.849
23,1546268556657.0115
23,1546268886358.8362
23,1546270580700.861
22,1546271335418.2083
24,1546271554791.2065
24,1546271569701.2896
23,1546272499079.6565
23,1546275013592.718
23,1546276904447.8567
24,1546276904447.8403
23,1546277093111.6682
22,1546278340249.6172
22,1546279648123.9285
22,1546280740489.36
23,1546281939701.4756
24,1546283127505.6814
24,1546283608876.6338
24,1546284856322.9026
23,1546285801336.094
22,1546285977379.7097
24,1546287095696.548
23,1546287709144.2432
23,1546287735546.333
22,1546288770603.5288
24,1546288770603.4968
23,1546291111336.3464
24,1546292193411.2588
24,1546293236597.6885
23,1546294002312.6724
23,1546295494385.4597
22,1546295683168.465
23,1546299241062.863
23,1546299647412.5938
22,1546300601400.293
22,1546302459773.557
23,1546303102820.3591
23,1546304479817.184
24,1546304479817.1675
23,1546305169704.0278
24,1546306605812.0063
23,1546308016204.75
22,1546308022456.9016
24,1546308861850.1868
23,1546309649943.8552
23,1546313918715.861
23,1546314076679.1614
23,1546315618718.7622
22,1546316417328.2268
22,1546317176316.22
22,1546317211616.3862
23,1546318150044.161
22,1546320478491.7698
23,1546320557056.275
24,1546320597889.7896
23,1546321224609.0469
22,1546321517495.9814
23,1546323489843.802
24,1546325631008.9248
23,1546327246951.299
23,1546331168795.3875
23,1546331404335.2812
23,1546331766920.4963
24,1546332154928.8218
22,1546333277426.8796
22,1546335019389.1775
22,1546335389777.6824
23,1546336409069.1003
22,1546337255475.628
24,1546338923026.5264
24,1546342043584.35
24,1546342061466.2336
24,1546342623601.7693
24,1546344545414.9617
24,1546345295350.6152
22,1546350802147.5632
23,1546350956973.407
23,1546352134308.7485
23,1546352224250.2092
22,1546352473560.5522
24,1546353308210.387
22,1546356112134.203
23,1546356112134.1858
24,1546356112134.1848
23,1546358118021.5815
24,1546358252953.0752
23,1546359058885.526
24,1546360565464.0466
23,1546360662259.1255
22,1546364342393.9526
23,1546364540541.5342
24,1546367572235.2083
23,1546367736837.4373
23,1546370359393.4775
22,1546371830945.0686
22,1546374113151.491
23,1546374548326.6895
23,1546376441734.4866
22,1546376553146.3447
22,1546377616499.8728
23,1546381608992.5781
23,1546383091224.3389
22,1546384697974.5366
22,1546386150950.529
22,1546387801299.0276
24,1546390706073.285
23,1546391298702.9663
23,1546392471522.1975
24,1546392809883.6938
22,1546397542319.686
22,1546400165892.2979
23,1546400405836.0337
22,1546402650063.4631
23,1546402894419.6353
23,1546403526545.9463
22,1546404953274.8484
23,1546409858412.3076
23,1546412520628.1077
23,1546413551487.1384
22,1546415332551.4836
23,1546416659975.3474
24,1546419116698.7583
23,1546422685110.486
23,1546426134993.829
22,1546426385538.851
22,1546426596882.2488
24,1546426660801.7322
22,1546426832179.232
22,1546427057278.652
23,1546428121906.1536
23,1546430781495.449
23,1546432003716.058
22,1546432273706.8843
22,1546432983300.7698
22,1546434209794.8125
23,1546434265496.2632
24,1546434265496.2307
24,1546434676493.3447
24,1546435391267.4895
23,1546436601382.2466
24,1546436743787.2493
24,1546437035750.409
22,1546440309923.3315
24,1546441149665.0542
23,1546441434368.7793
24,1546444622752.1033
24,1546448465441.8152
23,1546450607387.2966
23,1546450644933.5283
23,1546452046119.6223
24,1546453097012.2434
24,1546458108749.2803
23,1546459565065.5806
23,1546460635724.4438
23,1546462072961.5686
23,1546462187673.4202
22,1546464382742.5095
23,1546465506346.027
24,1546466599514.9543
23,1546466949812.6357
23,1546467446713.2898
23,1546467943156.5793
22,1546468824711.8486
22,1546473638998.0356
22,1546475978446.4348
23,1546477801624.0073
23,1546478528094.707
23,1546478797683.8994
24,1546478918519.2712
22,1546480266824.4883
22,1546480389707.7336
22,1546480963764.445
23,1546484470875.7012
23,1546484665721.93
24,1546486531360.2441
24,1546486591359.089
23,1546486856482.9424
22,1546487785626.0542
23,1546487785626.0369
24,1546488026055.2305
23,1546489816066.8953
24,1546490517842.158
23,1546493166952.886
23,1546494008527.2065
23,1546495234044.8638
22,1546495570055.46
23,1546496459097.2144
23,1546499050170.2905
23,1546500020602.037
23,1546500247210.9336
23,1546500811797.2703
23,1546500846926.5388
23,1546502019331.548
24,1546502649663.2893
23,1546502957302.18
23,1546505423824.057
23,1546505693737.0293
22,1546506633205.9932
24,1546506954246.5134
23,1546507823496.0964
23,1546509188802.7686
24,1546510437355.0515
24,1546512053605.0608
22,1546514433049.0886
23,1546515382190.728
24,1546515936469.4617
23,1546516109738.6072
23,1546517342195.491
23,1546519756686.1912
23,1546520018276.3674
23,1546521280926.6418
22,1546521660217.4756
22,1546523172749.1465
22,1546526750703.6885
22,1546528240329.265
23,1546528430994.3188
23,1546530460522.0015
23,1546530718823.347
24,1546530787743.3308
23,1546530804888.8845
23,1546531666885.922
23,1546533583394.999
22,1546534335010.7412
23,1546534335010.725
24,1546534335010.7239
23,1546534949471.8398
23,1546536484726.448
23,1546536876371.2622
22,1546537097223.5647
23,1546538432210.2483
23,1546538434621.9636
24,1546539740035.4285
23,1546542292189.2373
23,1546542504716.7295
22,1546542736776.5613
23,1546543781531.116
23,1546544147473.309
23,1546545107413.9414
24,1546546928101.56
23,1546547773846.7295
23,1546548729621.5818
24,1546549512526.5964
22,1546549624546.185
23,1546551243582.0046
23,1546551260374.9368
24,1546551260374.9058
24,1546551262214.8157
24,1546551262214.7947
24,1546551262215.2207
23,1546551262215.381
24,1546551262215.3794
24,1546551262215.3928
23,1546551262215.4072
24,1546551262215.4082
23,1546551262215.4219
24,1546551262215.4224
24,1546551262215.443
24,1546551262704.3228
23,1546551262704.299
24,1546551262704.2998
23,1546551262704.332
24,1546551262704.334
24,1546551382918.1558
23,1546553821708.0325
23,1546556008355.904
22,1546556143210.6272
23,1546557999822.5938
23,1546558458923.472
23,1546560024773.2695
22,1546560862137.9446
23,1546562025914.8538
24,1546562355762.302
23,1546563321694.7024
22,1546563368449.7385
23,1546564961584.2463
22,1546566619261.968
23,1546567378014.4514
23,1546571612983.9165
23,1546573281476.2078
23,1546573357163.6812
23,1546574077635.381
24,1546577252838.8464
24,1546577448623.0884
23,1546577681134.7896
22,1546579674333.2434
23,1546579674333.22
24,1546579674333.2185
22,1546579883802.4282
22,1546580055890.2842
23,1546581149913.3333
22,1546581681650.7466
22,1546581875704.655
23,1546586399772.1433
23,1546586723570.6665
23,1546586762294.6328
24,1546588674076.6062
24,1546588859736.5408
23,1546589055686.4326
24,1546590869614.3545
24,1546592218251.8306
22,1546593259216.9004
23,1546593284712.9392
24,1546593547766.7551
23,1546595634701.07
23,1546596501086.0898
22,1546596729956.1038
24,1546597579573.345
24,1546598331643.0586
23,1546599917489.3865
23,1546600328213.0557
24,1546603416577.078
22,1546603704093.145
23,1546603748349.2336
24,1546604579526.374
23,1546605437633.1982
23,1546605892586.3425
23,1546607746974.685
24,1546607844562.6174
22,1546611258322.7107
23,1546611258322.6814
24,1546611258322.6804
24,1546611353090.2024
22,1546613296314.1445
23,1546614161655.1924
24,1546616182421.4463
23,1546619292820.847
23,1546620091291.6858
24,1546621067606.8845
24,1546621196319.5461
23,1546625032451.586
23,1546626873709.5947
24,1546628011898.6453
24,1546628436447.457
23,1546630431593.7424
22,1546632281642.0686
24,1546632638400.6394
23,1546633737520.747
24,1546635936085.9365
23,1546636564001.6008
24,1546638949526.9949
23,1546639479547.6704
24,1546640803672.766
22,1546642743350.584
24,1546643621661.321
23,1546644730997.3186
22,1546644893572.2686
22,1546644928925.7046
23,1546646553332.806
24,1546646714399.379
22,1546646726706.5369
23,1546647066450.4385
23,1546647883980.4543
22,1546650877652.335
22,1546651357127.1553
23,1546651359602.9417
24,1546654596880.8223
23,1546655008783.203
23,1546656048929.5383
24,1546657764733.3906
24,1546659184864.596
23,1546660681096.777
24,1546662155042.46
23,1546662666823.995
23,1546663148027.2688
24,1546663500414.7793
23,1546663543415.8423
22,1546664993165.167
23,1546666173014.3503
23,1546667121140.72
24,1546667235314.7058
23,1546667274129.3054
23,1546668190569.171
23,1546669948071.053
22,1546670455168.887
23,1546670682732.3967
23,1546671774234.1528
23,1546671915866.8171
22,1546672956617.6194
22,1546673020250.5332
24,1546673536865.8992
24,1546673801571.5066
22,1546673865431.7776
24,1546674306133.0696
23,1546674994941.501
23,1546675335459.582
24,1546679268871.3052
24,1546683311581.5708
23,1546683997366.9583
23,1546684157045.6667
23,1546684671216.689
23,1546684840021.934
23,1546685770492.859
23,1546686275414.4841
24,1546687669402.9324
23,1546688774191.5952
23,1546689666927.1113
23,1546689826547.6418
22,1546691012874.5723
23,1546693084563.0137
23,1546695749334.2363
24,1546695944355.01
23,1546696062843.9836
24,1546696535488.8567
23,1546698249484.5764
23,1546699074295.6577
23,1546700877294.1448
23,1546703022385.0657
23,1546704889333.1057
23,1546706660325.237
23,1546708234629.2695
23,1546708318354.396
23,1546708323344.987
23,1546708862195.8887
22,1546710532262.1414
23,1546712473961.384
24,1546713041301.4573
23,1546713133591.0269
23,1546714764384.5396
23,1546717120461.6953
23,1546717415914.5173
22,1546717973643.5493
22,1546719141186.7075
23,1546719141186.6753
23,1546720883456.599
22,1546721801361.955
23,1546722559710.887
24,1546723082049.4111
23,1546725701108.0354
24,1546727172076.2551
23,1546727624716.5098
22,1546728173308.0923
24,1546730629463.5837
22,1546734837032.6982
23,1546740939182.624
22,1546741693702.4668
22,1546744094834.7122
23,1546745979816.4597
22,1546746445435.3804
23,1546749234922.415
23,1546749819786.9812
23,1546751045283.0989
22,1546752133452.1543
23,1546752697278.616
22,1546752962416.947
23,1546753164910.0593
22,1546754159234.7341
24,1546756316236.761
23,1546757009307.689
23,1546757946676.4688
22,1546759295407.4517
23,1546759295407.4216
23,1546760280386.9448
23,1546760630303.288
24,1546762306787.5325
22,1546762362008.9631
24,1546762432238.1716
24,1546763029555.1401
23,1546765351745.6692
22,1546766321790.525
22,1546766439182.6763
22,1546771145199.356
23,1546773328588.9268
23,1546774630710.3809
22,1546775525106.2422
23,1546777696203.0134
23,1546778814684.1672
24,1546780481456.3813
22,1546781557399.2568
23,1546781639097.4043
22,1546782660579.9287
22,1546783381284.466
24,1546785142595.1968
24,1546785671802.2332
23,1546788581425.7808
22,1546790532581.2905
22,1546790658055.9873
24,1546791913829.2856
23,1546792150646.452
24,1546792488500.3945
24,1546793532287.7222
23,1546796270772.6855
22,1546796482779.659
24,1546796824097.5803
23,1546798995543.1218
23,1546801011331.305
22,1546801873174.2358
22,1546803600680.4897
22,1546804404798.737
22,1546806392203.7136
22,1546806585876.3975
23,1546808610277.3293
24,1546808826786.9526
23,1546808872920.6177
22,1546809775352.0715
24,1546810425467.604
23,1546811044077.1335
22,1546811740239.8835
23,1546812642002.675
24,1546812856018.1523
24,1546814326188.3923
23,1546816471573.6047
24,1546816573336.976
23,1546818321677.1892
23,1546818525031.1863
22,1546820496823.2588
23,1546821373721.249
23,1546822773704.5586
23,1546823649943.1658
23,1546823728345.2954
23,1546824696516.7693
24,1546825079178.0613
23,1546825708318.8965
23,1546825712173.8938
23,1546826876719.455
24,1546829281971.9048
22,1546831314460.846
22,1546833064564.7434
24,1546833254137.6724
23,1546833704829.58
23,1546834722350.7864
23,1546835410035.6377
22,1546835445110.476
24,1546836100417.5032
22,1546836373619.8408
23,1546837263485.1587
24,1546838788746.6145
24,1546840148864.6646
22,1546840358748.0317
23,1546841103882.0513
23,1546841241954.744
23,1546842739873.0906
22,1546847773555.6946
24,1546848025988.593
24,1546849024696.8835
23,1546851029009.066
23,1546851180117.3867
23,1546851758848.1973
23,1546852408182.3223
24,1546856022655.576
24,1546858268660.711
23,1546858629586.886
22,1546859570571.7432
23,1546860942861.641
23,1546860996551.507
24,1546862079095.2185
23,1546863953947.0667
24,1546863960656.0708
24,1546866151787.2285
24,1546867841446.827
22,1546872134878.3745
23,1546873335394.5762
22,1546873929891.3665
23,1546874359432.4727
24,1546875011594.3757
23,1546875421308.002
24,1546875710682.9023
23,1546876020551.9465
22,1546881611837.6404
24,1546884117120.612
23,1546888776905.385
23,1546890022661.8582
23,1546892496437.6272
23,1546893173217.0593
23,1546893686375.347
22,1546896278324.4714
23,1546896558958.9575
22,1546896704921.7307
23,1546897794142.1533
24,1546900155463.244
22,1546901054384.352
22,1546901084813.5232
24,1546901886623.5283
23,1546903929249.6428
22,1546904832667.2786
22,1546906962968.4146
24,1546908408593.227
24,1546908951645.223
23,1546909007806.6582
23,1546909633053.1372
24,1546910208862.6677
23,1546914635014.7
23,1546915885094.008
22,1546918142804.6643
22,1546918849794.8208
22,1546920161149.026
24,1546922313910.56
22,1546923165458.6191
23,1546924187868.4355
22,1546924196342.124
23,1546928254631.1536
22,1546929001867.5562
23,1546929397649.397
22,1546929397649.4233
23,1546929397649.4207
23,1546929587007.9534
24,1546931552519.6943
23,1546933250822.5657
24,1546933299683.653
22,1546934238722.1726
24,1546934555190.8525
24,1546935191998.0962
23,1546935514702.4055
23,1546936550563.2815
23,1546937020977.3218
23,1546939276764.8623
24,1546941224289.3215
22,1546941944867.0266
24,1546942772731.5742
23,1546943255753.6072
23,1546944310744.5413
22,1546944416428.3977
22,1546945214467.1213
22,1546945831627.5405
23,1546946241697.1995
23,1546947527914.052
24,1546947712461.9722
23,1546948696925.788
23,1546949009057.065
24,1546949699973.9294
23,1546951096461.572
22,1546951994470.347
22,1546952486233.369
24,1546952793274.1616
23,1546953085940.853
22,1546955566563.254
22,1546956081668.526
22,1546956170712.5803
23,1546959599359.7852
24,1546962179956.3613
24,1546962260587.303
23,1546963698646.264
23,1546965569333.831
23,1546967564039.926
22,1546967966321.4543
23,1546967996198.1526
