timestamp,temperature,pressure,humidity
1547032257925.346,19.589322908315808,1056.2551977059347,55.58033494264355
1547032317947.7651,19.60949955135584,1056.2891971287538,55.83166503597367
1547032378028.459,19.86675215829746,1056.1873712974248,55.37352850905416
1547032438109.141,20.083652003319003,1056.2849939316056,54.9746300034183
1547032498189.817,20.26019878606894,1056.3145216079756,54.679827154334966
1547032558270.499,20.376215437427163,1056.2152213810493,54.48307831000677
1547032618292.273,20.461966974340612,1056.3328117223543,54.296324596330855
1547032678400.32,20.5275417357916,1056.2824487519094,54.20927664752316
1547032738435.091,20.583028110821033,1056.1346791792432,54.14418616317188
1547032798499.068,20.608249202021398,1056.203931568909,54.0947976235254
1547032858579.821,20.653647184517467,1056.0927410841382,54.046086698289294
1547032918645.109,20.678868296090513,1056.1351893599979,54.01343555684524
1547032978685.101,20.69904519058764,1056.142345195422,53.99736394989543
1547033038765.835,20.72931054106448,1056.1396742112186,53.99280107740267
1547033098786.783,20.73939899355173,1056.1030429565255,53.94845963573583
1547033158867.573,20.749487447203137,1056.2004372555043,53.959969911136334
1547033218935.096,20.76966435799841,1056.2612025325511,53.915963792508855
1547033278965.107,20.779752815142274,1056.0905353067228,53.93305988030519
1547033339045.84,20.799929732922465,1056.0172594007443,53.90580723639641
1547033399126.555,20.799929732922465,1056.0708744524575,53.894634983608796
1547033459185.157,20.825150886696065,1056.032889830759,53.90106627138098
1547033519206.452,20.8301951183239,1056.014568690834,53.88447571134011
1547033579227.821,20.8301951183239,1056.0681863268094,53.88447571134011
1547033639308.551,20.840283582452685,1055.9511160212644,53.873639963125214
1547033699365.094,20.850372047745623,1055.9680897841201,53.85162996334871
1547033759435.157,20.860460514202714,1055.8778235004718,53.851966714839065
1547033819515.91,20.87054898182396,1055.8947957154217,53.85789051810199
1547033879596.62,20.87054898182396,1055.8411748577346,53.85230342620183
1547033939677.354,20.880637450609356,1055.911768041397,53.85264009743701
1547033999758.097,20.890725920558907,1055.8751178506573,53.8529767285446
1547034059838.874,20.890725920558907,1055.8214952936821,53.83062725483637
1547034119919.5571,20.90585862766602,1055.6324566716432,53.84789405524658
1547034179940.4658,20.91090286395047,1055.6945644039286,53.82012408357522
1547034240021.186,20.92099133739248,1055.6579078196355,53.82045983382678
1547034300101.899,20.91090286395047,1055.6141283644329,53.80894874757599
1547034360182.6848,20.92099133739248,1055.5774705587366,53.82604761474824
1547034420245.101,20.926035574550042,1055.5055159009553,53.809451977663656
1547034480325.8481,20.94116828776896,1055.557776633605,53.81554317031354
1547034540346.8,20.94116828776896,1055.5041501821572,53.81554317031354
1547034600367.9868,20.95125676470343,1055.6283696206556,53.799114106985826
1547034660435.97,20.95125676470343,1055.4406740048996,53.78793768326274
1547034720458.011,20.961345242802054,1055.618522041365,53.81621413642671
1547034780538.763,20.956301003607223,1055.5027834029345,53.78810510290384
1547034840619.458,20.961345242802054,1055.4576374829726,53.78827251251287
1547034900685.101,20.966389482287923,1055.3856765594207,53.78285149627638
1547034960765.856,20.97143372206483,1055.367343283348,53.77743033403897
1547035020846.602,20.97143372206483,1055.260085777898,53.78301882244636
1547035080927.336,20.97143372206483,1055.420972142221,53.77743033403897
1547035140965.1091,20.97143372206483,1055.367343283348,53.78301882244636
1547035201045.854,20.986566443141783,1055.2587110628383,53.77793206223097
1547035261126.567,20.986566443141783,1055.3391561036378,53.75557725590315
1547035321185.093,20.986566443141783,1055.285526058746,53.744399797421345
1547035381265.817,20.986566443141783,1055.3927862192984,53.76675467750635
1547035441346.515,20.991610684082843,1055.3476366951506,53.77251053376957
1547035501427.232,20.996654925314942,1055.275670945993,53.76708885930522
1547035561508.049,20.996654925314942,1055.2220401222185,53.75591118419833
1547035621588.725,21.006743408652255,1055.1585518005406,53.75624507236489
1547035681669.4429,21.00169916683808,1055.2573352871013,53.74490029455782
1547035741750.158,21.006743408652255,1055.2658150766235,53.74506710687228
1547035801830.865,21.006743408652255,1055.104920268659,53.74506710687228
1547035861911.616,21.021876135841012,1055.1035394174073,53.756745829373585
1547035921935.088,21.021876135841012,1055.1303558205875,53.739978296915375
1547035982015.823,21.021876135841012,1055.1303558205875,53.73438910098706
1547036042096.528,21.01683189315372,1055.1218772756079,53.745400701404655
1547036102177.215,21.02692037881934,1055.0852011620464,53.75132349667089
1547036162245.163,21.01683189315372,1054.960980449498,53.72863330375055
1547036222332.063,21.037008865649113,1054.9680725243627,53.72929961190555
1547036282412.77,21.031964622088708,1054.959595445217,53.72913304991514
1547036342442.447,21.031964622088708,1055.0668625095225,53.72354370878983
1547036402523.205,21.021876135841012,1054.9694576669197,53.73438910098706
1547036462596.772,21.037008865649113,1055.048523459832,53.723710207402846
1547036522677.47,21.031964622088708,1055.0132289419803,53.72354370878983
1547036582758.229,21.037008865649113,1054.833987985815,53.723710207402846
1547036642779.756,21.042053109500557,1054.8424639863158,53.718287218881535
1547036702800.813,21.031964622088708,1054.8255120129677,53.712364998874605
1547036762822.946,21.037008865649113,1054.7267206734875,53.718120793678395
1547036822844.532,21.042053109500557,1054.8960981911694,53.72946616386374
1547036882865.5679,21.04709735364304,1054.877757329307,53.712864084350535
1547036942941.241,21.042053109500557,1054.7888298522435,53.712697732557494
1547037002962.302,21.04709735364304,1054.877757329307,53.71845363405243
1547037062983.427,21.05718584280112,1054.814256692082,53.718786434297456
1547037123004.948,21.05214159807656,1054.8325985518645,53.713030426111324
1547037183085.67,21.05214159807656,1054.7521461028266,53.707440803809185
1547037243166.3599,21.04709735364304,1054.8509400144678,53.712864084350535
1547037303191.246,21.05718584280112,1054.7606213012314,53.713196757839825
1547037363272.095,21.05214159807656,1054.6985112252808,53.70185117228468
1547037423352.788,21.062230087816715,1054.7154607646921,53.72454254998431
1547037483433.499,21.062230087816715,1054.7154607646921,53.71895281937158
1547037543514.241,21.05718584280112,1054.7606213012314,53.7243761015325
1547037603594.9358,21.062230087816715,1054.6618250728911,53.71336307953606
1547037663616.898,21.062230087816715,1054.7690965272786,53.71336307953606
1547037723691.228,21.072318578721024,1054.7860470622916,53.72487541679122
1547037783772.035,21.082407070789486,1054.6957227132707,53.70284825163294
1547037843852.724,21.082407070789486,1054.6420853221687,53.691668200373
1547037903873.727,21.06727433312335,1054.643481400919,53.702349757104145
