timestamp,temperature,pressure,humidity
1544694176988.6528,23.25145989714656,1060.65693013078,55.79497897708453
1544694237008.9978,23.231282413587905,1060.6229095725869,55.85037650976007
1544694297089.631,23.201016196981072,1060.5449663180202,55.91662206954708
1544694357170.2722,23.190927460440435,1060.5548697396123,55.96115310652519
1544694417250.965,23.16066125780344,1060.5038409884305,56.0161574845999
1544694477331.664,23.150572525919415,1060.4868316188079,56.066292889906755
1544694537412.345,23.130395065643825,1060.5066334901271,56.087988730254686
1544694597492.9768,23.110217610024847,1060.5264323167469,56.13774019006521
1544694657573.6948,23.1051732468477,1060.5179270002352,56.17683164101622
1544694717594.606,23.090040159062482,1060.4655027944907,56.198708620919035
1544694777616.073,23.090040159062482,1060.4655027944907,56.209931026375536
1544694837696.712,23.07490707389661,1060.5745268516328,56.23180579388657
1544694897777.3708,23.07995143532753,1060.421584889566,56.226384746888854
1544694957858.017,23.07490707389661,1060.41308017689,56.24863865095639
1544695017938.685,23.07995143532753,1060.3677690307577,56.226384746888854
1544695078019.407,23.06986271275673,1060.2969456168112,56.23161579659617
1544695138040.085,23.07490707389661,1060.2785417710534,56.22619482291637
1544695198120.748,23.07995143532753,1060.3139532431917,56.226384746888854
1544695258201.4402,23.06986271275673,1060.377667995752,56.20356116513681
1544695318282.1382,23.07995143532753,1060.2063218817864,56.20394051677186
1544695378362.8508,23.07995143532753,1060.2870453761248,56.21516265044438
1544695438443.506,23.07995143532753,1060.2063218817864,56.20394051677186
1544695498524.152,23.090040159062482,1060.1964196043386,56.16504118117116
1544695558604.393,23.095084521366516,1060.178013961144,56.17084170536371
1544695618685.056,23.095084521366516,1060.1241971294287,56.159619043015184
1544695678765.777,23.090040159062482,1060.1695113832848,56.15942990863717
1544695738846.425,23.100128883961588,1060.132699291037,56.12613957716854
1544695798927.0781,23.100128883961588,1060.2403339117973,56.13175103213785
1544695859007.742,23.100128883961588,1060.1865165657937,56.10369366421274
1544695919088.406,23.1051732468477,1060.0604750363225,56.11510524727064
1544695979169.111,23.110217610024847,1060.1497036946118,56.09845898882865
1544696039249.762,23.110217610024847,1060.1227946409085,56.08162404867455
1544696099330.4492,23.12030633725226,1060.0590703252026,56.07077686174362
